PO Number,Received Quantity,Condition
PO-62296,14,Good
PO-85816,53,Damaged
PO-13216,52,Damaged
PO-32940,92,Damaged
PO-54724,5,Good
PO-84693,52,Damaged
PO-55843,75,Good
PO-37859,57,Incomplete
PO-64315,11,Good
PO-88479,49,Good
PO-10800,47,Good
PO-13092,23,Damaged
PO-54033,5,Good
PO-14689,77,Good
PO-47010,56,Damaged
PO-89192,63,Good
PO-96210,7,Good
PO-86776,50,Damaged
PO-48611,38,Damaged
PO-23107,79,Damaged
PO-43114,27,Good
PO-93678,72,Good
PO-75622,67,Incomplete
PO-19727,8,Damaged
PO-61610,55,Incomplete
PO-75163,39,Good
PO-38549,84,Good
PO-96238,9,Good
PO-24107,74,Damaged
PO-17218,65,Good
PO-36526,6,Damaged
PO-15201,42,Good
PO-58835,49,Damaged
PO-10214,76,Damaged
PO-42759,16,Damaged
PO-38963,26,Good
PO-49058,99,Incomplete
PO-57049,77,Incomplete
PO-20609,22,Incomplete
PO-11349,84,Good
PO-61947,25,Damaged
PO-17677,30,Good
PO-48894,55,Incomplete
PO-18709,36,Incomplete
PO-18290,59,Good
PO-37628,7,Incomplete
PO-66897,1,Good
PO-29074,12,Good
PO-18121,55,Incomplete
PO-86141,51,Incomplete
PO-11000,84,Damaged
PO-25337,43,Damaged
PO-74778,99,Damaged
PO-68602,44,Good
PO-85913,89,Incomplete
PO-64924,98,Damaged
PO-11829,33,Good
PO-44121,38,Damaged
PO-26947,2,Incomplete
PO-74945,15,Good
PO-62535,46,Incomplete
PO-29130,44,Damaged
PO-92797,51,Damaged
PO-73073,48,Incomplete
PO-19676,3,Damaged
PO-58414,34,Good
PO-16826,31,Good
PO-88800,99,Damaged
PO-54624,96,Good
PO-14775,32,Damaged
PO-19036,90,Incomplete
PO-86126,51,Good
PO-95725,8,Incomplete
PO-26509,30,Good
PO-81349,67,Incomplete
PO-62321,3,Incomplete
PO-27330,95,Good
PO-84493,6,Good
PO-99149,73,Incomplete
PO-79319,96,Damaged
PO-44777,7,Good
PO-56480,42,Good
PO-30109,42,Damaged
PO-15791,32,Damaged
PO-27938,82,Good
PO-24434,6,Incomplete
PO-89887,74,Incomplete
PO-56361,14,Incomplete
PO-50223,66,Good
PO-46301,92,Good
PO-53839,72,Incomplete
PO-84261,57,Incomplete
PO-78199,54,Incomplete
PO-49188,49,Good
PO-13222,34,Good
PO-89167,25,Damaged
PO-10252,89,Damaged
PO-70916,45,Damaged
PO-89035,69,Incomplete
PO-85827,94,Damaged
PO-93201,92,Good
PO-26669,14,Good
PO-93773,33,Damaged
PO-21194,7,Good
PO-22468,51,Good
PO-89231,12,Incomplete
PO-88028,17,Good
PO-56136,72,Incomplete
PO-92213,77,Incomplete
PO-42371,3,Damaged
PO-40212,62,Damaged
PO-38715,14,Damaged
PO-56887,64,Incomplete
PO-66856,72,Damaged
PO-78604,46,Incomplete
PO-96555,79,Good
PO-81706,10,Incomplete
PO-72246,47,Damaged
PO-87673,72,Damaged
PO-89526,37,Good
PO-65961,34,Incomplete
PO-63050,38,Good
PO-78649,68,Good
PO-24688,34,Damaged
PO-53997,74,Good
PO-77549,19,Damaged
PO-84289,60,Incomplete
PO-97693,42,Incomplete
PO-97742,3,Damaged
PO-52215,85,Incomplete
PO-58975,36,Good
PO-71524,97,Incomplete
PO-87525,19,Damaged
PO-87533,62,Damaged
PO-26799,91,Incomplete
PO-25335,53,Incomplete
PO-25733,43,Incomplete
PO-70893,40,Good
PO-17414,93,Good
PO-74312,29,Damaged
PO-31490,56,Damaged
PO-87638,4,Good
PO-58286,1,Incomplete
PO-68400,8,Good
PO-60146,22,Incomplete
PO-54101,87,Incomplete
PO-56849,50,Incomplete
PO-63244,56,Damaged
PO-59682,33,Incomplete
PO-50106,31,Incomplete
PO-92975,39,Incomplete
PO-62593,38,Damaged
PO-84932,41,Damaged
PO-14856,23,Good
PO-45728,7,Good
PO-43649,51,Incomplete
PO-34841,53,Damaged
PO-11402,55,Incomplete
PO-21260,35,Good
PO-28855,80,Damaged
PO-15394,74,Incomplete
PO-78212,2,Incomplete
PO-43039,46,Good
PO-77383,66,Good
PO-23246,84,Incomplete
PO-63283,88,Damaged
PO-99593,41,Incomplete
PO-14745,44,Incomplete
PO-24390,72,Good
PO-49846,26,Damaged
PO-76123,8,Damaged
PO-18877,67,Incomplete
PO-23282,99,Damaged
PO-11558,10,Damaged
PO-88604,57,Good
PO-95808,66,Good
PO-89956,34,Good
PO-98661,66,Good
PO-14090,40,Incomplete
PO-57562,53,Damaged
PO-97406,21,Good
PO-62978,86,Incomplete
PO-29670,58,Good
PO-90757,22,Incomplete
PO-52236,23,Damaged
PO-10342,44,Incomplete
PO-50645,2,Incomplete
PO-45696,53,Damaged
PO-12826,88,Good
PO-37181,1,Good
PO-23720,39,Incomplete
PO-58367,57,Good
PO-59927,59,Incomplete
PO-43176,73,Damaged
PO-35446,21,Good
PO-20105,49,Incomplete
PO-51285,44,Incomplete
PO-90015,1,Incomplete
PO-24469,9,Damaged
PO-28137,51,Damaged
PO-84962,36,Damaged
PO-17981,36,Incomplete
PO-59465,50,Incomplete
PO-12846,27,Good
PO-85248,56,Good
PO-36770,61,Incomplete
PO-46406,76,Damaged
PO-74015,95,Incomplete
PO-25763,55,Good
PO-80113,14,Good
PO-75652,6,Damaged
PO-39262,46,Damaged
PO-70430,92,Damaged
PO-38007,80,Incomplete
PO-58335,60,Damaged
PO-74082,76,Good
PO-99553,82,Incomplete
PO-14790,69,Incomplete
PO-18151,79,Good
PO-30808,10,Good
PO-14282,95,Incomplete
PO-50840,42,Good
PO-52560,88,Good
PO-32430,74,Damaged
PO-53136,80,Good
PO-45281,25,Good
PO-84281,29,Good
PO-39679,52,Incomplete
PO-61535,61,Damaged
PO-77225,15,Good
PO-95557,72,Good
PO-82517,28,Incomplete
PO-71453,57,Incomplete
PO-64116,35,Damaged
PO-20008,72,Good
PO-33025,37,Good
PO-47669,62,Good
PO-45569,88,Damaged
PO-72617,93,Good
PO-24876,9,Damaged
PO-62082,52,Good
PO-63495,13,Incomplete
PO-24472,75,Incomplete
PO-57638,84,Damaged
PO-29091,72,Incomplete
PO-27217,18,Incomplete
PO-72567,84,Incomplete
PO-40328,70,Incomplete
PO-79409,60,Incomplete
PO-92812,72,Good
PO-88288,79,Damaged
PO-39653,81,Damaged
PO-19142,73,Good
PO-86153,31,Good
PO-21346,61,Damaged
PO-90711,59,Good
PO-73295,80,Good
PO-23205,46,Incomplete
PO-27961,62,Good
PO-68114,45,Damaged
PO-27421,23,Incomplete
PO-48411,82,Damaged
PO-10575,34,Damaged
PO-72397,50,Damaged
PO-76493,5,Good
PO-85593,28,Damaged
PO-70445,10,Damaged
PO-89420,71,Good
PO-30744,41,Incomplete
PO-34047,94,Incomplete
PO-26389,73,Good
PO-61998,83,Good
PO-67911,90,Good
PO-95969,30,Damaged
PO-54159,45,Damaged
PO-45938,7,Good
PO-73946,37,Damaged
PO-74992,71,Damaged
PO-33692,29,Incomplete
PO-35207,68,Good
PO-55418,77,Damaged
PO-39543,33,Incomplete
PO-83468,4,Damaged
PO-11411,15,Incomplete
PO-43090,58,Good
PO-48267,49,Incomplete
PO-62947,65,Damaged
PO-14282,57,Good
PO-25172,95,Incomplete
PO-27894,68,Damaged
PO-97409,45,Damaged
PO-34200,30,Damaged
PO-55707,92,Incomplete
PO-29611,84,Damaged
PO-91771,19,Incomplete
PO-36099,93,Good
PO-53024,26,Damaged
PO-50010,45,Good
PO-72562,66,Good
PO-91825,87,Damaged
PO-65977,42,Good
PO-18282,39,Damaged
PO-43062,50,Incomplete
PO-78477,19,Good
PO-51350,33,Incomplete
PO-49861,84,Good
PO-72368,66,Good
PO-91502,36,Good
PO-64569,81,Damaged
PO-62160,90,Good
PO-67299,54,Incomplete
PO-52659,70,Damaged
PO-96068,89,Good
PO-67285,93,Damaged
PO-77760,43,Damaged
PO-62795,44,Damaged
PO-43614,2,Incomplete
PO-66728,92,Good
PO-10246,56,Good
PO-30054,94,Damaged
PO-30837,78,Incomplete
PO-37987,68,Good
PO-57400,65,Good
PO-63036,74,Good
PO-85869,90,Good
PO-34369,36,Incomplete
PO-23581,19,Good
PO-27412,12,Incomplete
PO-39207,95,Damaged
PO-21425,34,Damaged
PO-92519,18,Damaged
PO-56115,5,Damaged
PO-36819,39,Damaged
PO-21524,94,Good
PO-43546,44,Damaged
PO-93027,47,Damaged
PO-85327,48,Good
PO-49828,49,Incomplete
PO-18272,37,Incomplete
PO-21018,4,Damaged
PO-80826,39,Incomplete
PO-51233,16,Incomplete
PO-66189,63,Incomplete
PO-74046,2,Incomplete
PO-79658,71,Good
PO-68483,26,Incomplete
PO-20565,13,Damaged
PO-31770,53,Good
PO-54446,88,Damaged
PO-12523,13,Good
PO-94923,96,Damaged
PO-39760,19,Damaged
PO-92753,91,Good
PO-17235,73,Good
PO-76024,53,Damaged
PO-42275,39,Good
PO-65279,64,Damaged
PO-76312,6,Damaged
PO-96670,39,Damaged
PO-51448,92,Good
PO-86721,54,Good
PO-12356,97,Damaged
PO-92121,65,Incomplete
PO-90067,54,Good
PO-63530,55,Damaged
PO-79926,62,Incomplete
PO-60967,70,Damaged
PO-10562,49,Incomplete
PO-29852,16,Good
PO-66614,77,Damaged
PO-89188,89,Damaged
PO-90744,30,Incomplete
PO-52530,13,Incomplete
PO-85524,18,Good
PO-20547,96,Damaged
PO-44866,84,Incomplete
PO-59094,68,Damaged
PO-84282,39,Incomplete
PO-24871,12,Incomplete
PO-83277,95,Good
PO-58972,30,Incomplete
PO-19642,40,Incomplete
PO-95969,76,Good
PO-86036,75,Damaged
PO-13152,13,Incomplete
PO-55925,62,Good
PO-95622,55,Good
PO-64571,49,Good
PO-97619,64,Incomplete
PO-15499,86,Damaged
PO-89817,52,Damaged
PO-17514,35,Good
PO-11135,35,Good
PO-68610,2,Damaged
PO-49034,48,Damaged
PO-55288,71,Damaged
PO-28471,2,Good
PO-76180,64,Good
PO-75144,4,Good
PO-92372,96,Incomplete
PO-49297,71,Damaged
PO-11963,68,Damaged
PO-49186,38,Damaged
PO-42808,88,Damaged
PO-40403,27,Incomplete
PO-27319,68,Damaged
PO-79737,61,Good
PO-73662,26,Incomplete
PO-12195,18,Good
PO-24551,59,Incomplete
PO-42608,14,Damaged
PO-68300,97,Good
PO-84984,1,Incomplete
PO-95471,23,Good
PO-22872,5,Damaged
PO-44538,99,Incomplete
PO-53197,86,Damaged
PO-65922,57,Incomplete
PO-67363,27,Damaged
PO-75847,54,Incomplete
PO-10746,31,Good
PO-81932,60,Incomplete
PO-60531,19,Good
PO-61077,15,Good
PO-84173,67,Damaged
PO-70802,1,Damaged
PO-55701,17,Good
PO-72153,35,Damaged
PO-82436,27,Incomplete
PO-87761,28,Good
PO-27304,58,Good
PO-16945,52,Good
PO-55664,65,Damaged
PO-25317,4,Damaged
PO-60041,93,Damaged
PO-50758,26,Incomplete
PO-65772,12,Damaged
PO-73171,64,Incomplete
PO-70022,100,Damaged
PO-45216,20,Incomplete
PO-86986,39,Incomplete
PO-25249,8,Incomplete
PO-99885,19,Damaged
PO-44649,55,Damaged
PO-52077,29,Good
PO-46544,38,Incomplete
PO-29545,95,Good
PO-13557,42,Good
PO-85632,71,Incomplete
PO-68547,23,Good
PO-25056,100,Incomplete
PO-35382,83,Incomplete
PO-32293,25,Incomplete
PO-82344,13,Good
PO-20025,28,Good
PO-41810,10,Damaged
PO-37865,64,Good
PO-75530,57,Good
PO-17860,35,Good
PO-63294,47,Incomplete
PO-41100,5,Damaged
PO-36520,14,Good
PO-28913,85,Incomplete
PO-77002,43,Incomplete
PO-16715,10,Good
PO-31839,49,Damaged
PO-80966,37,Damaged
PO-57688,61,Good
PO-80540,31,Incomplete
PO-64554,39,Damaged
PO-44747,61,Good
PO-45326,89,Incomplete
PO-87681,12,Incomplete
PO-93939,10,Good
PO-29556,94,Good
PO-34323,68,Good
PO-20451,53,Damaged
PO-21214,45,Damaged
PO-21055,59,Damaged
PO-38985,48,Good
PO-70415,13,Incomplete
PO-41333,26,Damaged
PO-62976,97,Good
PO-78978,71,Incomplete
PO-42929,66,Damaged
PO-31995,63,Damaged
PO-47120,36,Incomplete
PO-63243,26,Damaged
PO-77517,76,Damaged
PO-19520,98,Incomplete
PO-28166,22,Incomplete
PO-88384,8,Good
PO-26188,6,Damaged
PO-50031,76,Good
PO-93875,51,Damaged
PO-55796,83,Incomplete
PO-64054,15,Incomplete
PO-41394,68,Incomplete
PO-90557,92,Good
PO-44064,78,Good
PO-99564,75,Good
PO-94597,47,Damaged
PO-56404,53,Incomplete
PO-40509,80,Incomplete
PO-54899,19,Good
PO-92586,5,Incomplete
PO-75376,89,Good
PO-71679,75,Damaged
PO-66090,94,Damaged
PO-95020,1,Damaged
PO-57667,30,Good
PO-35132,24,Good
PO-72061,84,Incomplete
PO-82642,72,Good
PO-54418,63,Incomplete
PO-23915,74,Damaged
PO-95078,12,Damaged
PO-50127,14,Good
PO-66972,28,Good
PO-70347,3,Damaged
PO-37950,74,Damaged
PO-35430,41,Incomplete
PO-29679,12,Damaged
PO-98930,67,Incomplete
PO-94856,97,Incomplete
PO-15831,30,Incomplete
PO-12052,38,Good
PO-26439,98,Good
PO-44347,50,Incomplete
PO-76273,26,Incomplete
PO-28278,12,Incomplete
PO-36686,52,Damaged
PO-92663,95,Incomplete
PO-46064,87,Incomplete
PO-97062,15,Incomplete
PO-66520,92,Good
PO-72745,10,Damaged
PO-26578,49,Damaged
PO-84698,24,Damaged
PO-41383,7,Damaged
PO-38291,57,Incomplete
PO-24807,88,Good
PO-15193,51,Damaged
PO-21039,76,Good
PO-47191,32,Good
PO-63687,47,Incomplete
PO-47590,19,Damaged
PO-35040,96,Damaged
PO-61158,34,Incomplete
PO-21790,51,Incomplete
PO-83011,15,Incomplete
PO-29206,84,Incomplete
PO-56989,73,Good
PO-96963,46,Incomplete
PO-50625,59,Damaged
PO-88949,53,Incomplete
PO-21848,78,Damaged
PO-88460,77,Incomplete
PO-80392,80,Damaged
PO-85048,45,Good
PO-69219,7,Damaged
PO-19405,33,Good
PO-82291,92,Incomplete
PO-11391,5,Damaged
PO-31909,74,Damaged
PO-48293,29,Good
PO-87413,65,Damaged
PO-36779,66,Damaged
PO-38607,96,Good
PO-17872,24,Incomplete
PO-16881,91,Damaged
PO-29077,46,Damaged
PO-32515,87,Good
PO-77851,69,Damaged
PO-62846,95,Good
PO-71002,15,Incomplete
PO-60678,6,Damaged
PO-66602,29,Damaged
PO-44322,19,Good
PO-52062,18,Damaged
PO-40259,65,Good
PO-64704,23,Incomplete
PO-29789,51,Damaged
PO-23812,92,Damaged
PO-71413,38,Good
PO-81563,16,Damaged
PO-73380,61,Good
PO-36100,3,Incomplete
PO-96173,77,Damaged
PO-16379,41,Incomplete
PO-33124,52,Incomplete
PO-55090,44,Good
PO-51418,78,Damaged
PO-68527,75,Good
PO-90303,9,Incomplete
PO-64529,50,Damaged
PO-33195,82,Good
PO-64004,45,Good
PO-33212,40,Incomplete
PO-53502,82,Damaged
PO-16003,35,Damaged
PO-11753,55,Good
PO-81030,85,Good
PO-32843,15,Good
PO-29275,100,Good
PO-70732,16,Damaged
PO-39468,4,Incomplete
PO-23152,91,Incomplete
PO-56305,72,Good
PO-12004,20,Incomplete
PO-96806,16,Incomplete
PO-45579,78,Incomplete
PO-81557,3,Incomplete
PO-88065,49,Incomplete
PO-26008,48,Incomplete
PO-19474,14,Good
PO-59865,29,Incomplete
PO-59898,52,Incomplete
PO-25367,38,Incomplete
PO-74225,3,Damaged
PO-11985,100,Incomplete
PO-67117,54,Incomplete
PO-21934,3,Incomplete
PO-18099,28,Good
PO-87493,26,Damaged
PO-27269,84,Incomplete
PO-91700,48,Damaged
PO-23878,49,Incomplete
PO-18377,44,Damaged
PO-99030,77,Incomplete
PO-71017,25,Good
PO-15550,22,Good
PO-63276,32,Good
PO-94157,77,Damaged
PO-24302,26,Incomplete
PO-65431,53,Good
PO-80200,41,Incomplete
PO-70466,68,Damaged
PO-46840,81,Good
PO-66779,60,Damaged
PO-99161,62,Good
PO-27001,41,Damaged
PO-34293,61,Good
PO-73720,10,Good
PO-77183,4,Damaged
PO-11293,94,Damaged
PO-64509,48,Damaged
PO-12587,62,Good
PO-66145,47,Damaged
PO-70878,43,Good
PO-59474,42,Damaged
PO-30800,55,Damaged
PO-41168,62,Good
PO-84634,16,Good
PO-49573,48,Incomplete
PO-36672,24,Incomplete
PO-44041,53,Incomplete
PO-51669,29,Damaged
PO-37018,5,Damaged
PO-48494,81,Good
PO-45941,41,Damaged
PO-25411,31,Damaged
PO-87149,92,Incomplete
PO-20910,37,Incomplete
PO-71094,57,Damaged
PO-84655,53,Incomplete
PO-68520,41,Damaged
PO-31852,40,Damaged
PO-66191,62,Incomplete
PO-59577,27,Good
PO-66063,38,Damaged
PO-57501,97,Good
PO-83838,41,Good
PO-82064,45,Incomplete
PO-85951,4,Damaged
PO-18741,7,Good
PO-30529,21,Good
PO-60110,68,Damaged
PO-94594,73,Incomplete
PO-61236,30,Incomplete
PO-95734,29,Damaged
PO-97966,94,Damaged
PO-25682,96,Damaged
PO-16199,1,Good
PO-96793,12,Good
PO-59434,31,Incomplete
PO-52052,65,Damaged
PO-95765,37,Incomplete
PO-41281,92,Damaged
PO-84475,5,Damaged
PO-56685,23,Damaged
PO-77417,18,Incomplete
PO-62495,52,Good
PO-80263,76,Damaged
PO-29884,15,Good
PO-89202,12,Incomplete
PO-12136,25,Incomplete
PO-46838,55,Incomplete
PO-16115,87,Good
PO-18523,95,Good
PO-91076,71,Good
PO-57418,42,Good
PO-17401,21,Damaged
PO-47103,87,Damaged
PO-48104,87,Damaged
PO-68038,38,Good
PO-99840,23,Incomplete
PO-13427,22,Damaged
PO-91008,80,Good
PO-42282,75,Incomplete
PO-64746,87,Damaged
PO-97530,56,Incomplete
PO-42144,7,Good
PO-91625,4,Damaged
PO-87726,49,Damaged
PO-18190,51,Good
PO-15312,22,Damaged
PO-18547,5,Incomplete
PO-51402,29,Damaged
PO-19346,7,Good
PO-42850,43,Damaged
PO-86378,21,Good
PO-85572,44,Incomplete
PO-39093,85,Incomplete
PO-95979,33,Good
PO-58354,74,Good
PO-23895,47,Incomplete
PO-28888,1,Damaged
PO-99936,52,Damaged
PO-11106,7,Good
PO-48191,80,Incomplete
PO-50718,7,Incomplete
PO-76824,36,Incomplete
PO-46986,26,Incomplete
PO-82259,71,Damaged
PO-10193,22,Good
PO-70639,64,Incomplete
PO-87916,12,Good
PO-73722,40,Incomplete
PO-80999,34,Incomplete
PO-50556,22,Good
PO-97868,90,Good
PO-60683,83,Damaged
PO-16078,21,Incomplete
PO-18764,69,Good
PO-73041,96,Damaged
PO-95273,77,Incomplete
PO-86876,100,Damaged
PO-83647,80,Good
PO-64878,8,Incomplete
PO-45153,92,Incomplete
PO-83070,4,Damaged
PO-63057,19,Damaged
PO-88896,48,Good
PO-81964,14,Damaged
PO-43951,20,Damaged
PO-31800,20,Incomplete
PO-96322,59,Good
PO-49420,68,Damaged
PO-20111,22,Damaged
PO-92372,90,Incomplete
PO-26204,64,Damaged
PO-11679,100,Good
PO-15118,34,Incomplete
PO-26194,40,Damaged
PO-45342,60,Damaged
PO-22882,39,Damaged
PO-22190,47,Good
PO-61848,83,Damaged
PO-37976,10,Incomplete
PO-51381,67,Good
PO-68533,45,Damaged
PO-91810,34,Damaged
PO-46412,5,Damaged
PO-55140,5,Incomplete
PO-87475,89,Incomplete
PO-11590,1,Damaged
PO-66296,56,Incomplete
PO-66616,77,Incomplete
PO-93860,96,Damaged
PO-68172,33,Good
PO-54950,15,Damaged
PO-69273,52,Incomplete
PO-86577,15,Damaged
PO-36050,80,Incomplete
PO-73576,86,Damaged
PO-92494,74,Incomplete
PO-31604,3,Damaged
PO-46627,94,Good
PO-80106,26,Damaged
PO-66095,20,Good
PO-91132,44,Incomplete
PO-50356,22,Incomplete
PO-83266,81,Good
PO-45751,53,Damaged
PO-16844,39,Damaged
PO-41142,37,Damaged
PO-71475,34,Incomplete
PO-55329,89,Good
PO-65396,33,Incomplete
PO-15710,67,Damaged
PO-20835,61,Damaged
PO-15346,38,Damaged
PO-44160,10,Damaged
PO-51849,5,Good
PO-89151,90,Good
PO-17199,82,Incomplete
PO-79181,48,Good
PO-88519,10,Incomplete
PO-46423,4,Incomplete
PO-71164,19,Damaged
PO-88335,51,Incomplete
PO-91849,79,Damaged
PO-89416,86,Incomplete
PO-95573,97,Good
PO-59378,34,Incomplete
PO-30427,23,Incomplete
PO-21537,16,Incomplete
PO-84965,48,Damaged
PO-83333,89,Good
PO-35842,2,Incomplete
PO-44554,72,Damaged
PO-36538,15,Damaged
PO-59591,21,Good
PO-66647,59,Incomplete
PO-85065,29,Good
PO-78193,81,Good
PO-25984,53,Good
PO-64992,55,Damaged
PO-47898,20,Incomplete
PO-77878,16,Damaged
PO-85048,42,Good
PO-41045,26,Incomplete
PO-64294,51,Good
PO-33240,97,Good
PO-33310,6,Good
PO-64204,87,Damaged
PO-63581,49,Incomplete
PO-15736,98,Damaged
PO-84314,27,Damaged
PO-25154,88,Good
PO-79273,71,Damaged
PO-72703,40,Damaged
PO-50870,1,Incomplete
PO-45881,71,Damaged
PO-39448,100,Incomplete
PO-16646,31,Good
PO-61421,58,Damaged
PO-66806,7,Incomplete
PO-49057,34,Good
PO-73543,21,Incomplete
PO-68727,34,Good
PO-31533,16,Incomplete
PO-32479,73,Good
PO-36925,70,Good
PO-71366,45,Damaged
PO-29258,10,Good
PO-45285,63,Incomplete
PO-58797,3,Damaged
PO-28315,81,Good
PO-24389,25,Good
PO-84277,7,Incomplete
PO-64521,21,Damaged
PO-12746,99,Good
PO-22531,61,Good
PO-95050,88,Good
PO-61761,73,Incomplete
PO-62992,96,Incomplete
PO-27802,91,Damaged
PO-38970,52,Incomplete
PO-68752,86,Good
PO-32790,26,Damaged
PO-47599,23,Good
PO-27788,51,Good
PO-48769,86,Good
PO-71922,91,Incomplete
PO-74694,21,Damaged
PO-96273,80,Good
PO-63254,62,Incomplete
PO-30890,81,Good
PO-58112,78,Damaged
PO-74091,65,Incomplete
PO-42595,12,Good
PO-69944,41,Damaged
PO-22909,7,Incomplete
PO-45302,26,Damaged
PO-46459,86,Incomplete
PO-48981,80,Incomplete
PO-26088,30,Good
PO-25821,99,Damaged
PO-49979,10,Damaged
PO-51789,1,Good
PO-24368,72,Good
PO-40849,92,Damaged
PO-15275,69,Good
PO-18479,6,Damaged
PO-57618,21,Damaged
PO-37703,82,Incomplete
PO-16805,25,Incomplete
PO-55810,87,Damaged
PO-10261,83,Incomplete
PO-78213,15,Good
PO-24401,83,Damaged
PO-80278,96,Damaged
PO-95965,10,Damaged
PO-46055,84,Incomplete
PO-13177,61,Good
PO-70409,51,Incomplete
PO-15444,11,Damaged
PO-92544,51,Good
PO-97092,77,Incomplete
PO-64680,32,Incomplete
PO-74228,40,Good
PO-71709,56,Damaged
PO-69968,9,Good
PO-73044,56,Damaged
PO-48023,35,Good
PO-48199,38,Good
PO-82600,40,Damaged
PO-37529,40,Incomplete
PO-31742,100,Incomplete
PO-60917,36,Good
PO-96170,70,Incomplete
PO-25017,86,Incomplete
PO-46173,33,Good
PO-13709,78,Damaged
PO-91256,95,Incomplete
PO-99075,68,Good
PO-70230,15,Good
PO-18236,86,Incomplete
PO-49442,90,Good
PO-14970,48,Damaged
PO-66916,98,Incomplete
PO-21776,67,Incomplete
PO-88904,32,Good
PO-57439,57,Incomplete
PO-62737,45,Incomplete
PO-63124,83,Good
PO-85817,95,Damaged
PO-70426,21,Damaged
PO-53008,42,Incomplete
PO-91881,56,Incomplete
PO-83171,1,Incomplete
PO-78576,87,Incomplete
PO-65008,77,Damaged
PO-23798,66,Good
PO-48450,22,Good
PO-25318,95,Good
PO-62587,21,Good
PO-35220,24,Damaged
PO-13871,73,Incomplete
PO-18880,82,Good
PO-26025,76,Damaged
PO-27357,68,Damaged
PO-54031,32,Damaged
PO-86119,88,Incomplete
PO-60357,45,Incomplete
PO-94608,68,Incomplete
PO-21160,91,Good
PO-58978,96,Incomplete
PO-86747,30,Good
PO-28584,4,Good
PO-64537,96,Incomplete
PO-51148,72,Incomplete
PO-55023,47,Damaged
PO-83805,2,Damaged
PO-27180,51,Damaged
PO-63248,23,Good
PO-90624,37,Incomplete
PO-35344,37,Damaged
PO-65180,90,Good
PO-93686,74,Good
PO-38444,52,Damaged
PO-24697,39,Incomplete
PO-37323,15,Good
PO-70838,29,Damaged
PO-65707,24,Incomplete
PO-10184,56,Good
PO-53478,50,Incomplete
PO-10675,2,Incomplete
PO-17562,79,Damaged
PO-49448,2,Damaged
PO-94560,81,Incomplete
PO-68804,96,Incomplete
PO-48305,60,Good
PO-41551,74,Damaged
PO-40912,59,Good
PO-26779,11,Good
PO-48837,45,Incomplete
PO-84674,72,Good
PO-32051,45,Good
PO-63269,59,Incomplete
PO-76792,91,Good
PO-28574,28,Damaged
PO-58807,91,Damaged
PO-40758,95,Incomplete
PO-79160,92,Damaged
PO-39834,48,Incomplete
PO-60408,27,Incomplete
PO-91610,60,Good
PO-79838,71,Good
PO-62163,1,Damaged
PO-46804,83,Damaged
PO-15820,11,Incomplete
PO-26167,66,Damaged
PO-91039,61,Good
PO-56241,38,Incomplete
PO-88867,58,Damaged
PO-29545,15,Incomplete
PO-77597,29,Incomplete
PO-38785,35,Good
PO-47785,73,Incomplete
PO-32003,60,Good
PO-27677,74,Good
PO-53148,78,Good
PO-95321,45,Good
PO-51524,97,Incomplete
PO-91883,72,Incomplete
PO-48262,41,Damaged
PO-72377,72,Damaged
PO-62516,6,Incomplete
PO-12036,16,Good
PO-64213,100,Damaged
PO-88850,52,Damaged
PO-92553,28,Good
PO-92704,10,Damaged
PO-19223,78,Damaged
PO-95006,68,Good
PO-67643,58,Damaged
PO-87086,32,Incomplete
PO-16235,89,Damaged
PO-98112,85,Good
PO-11037,64,Incomplete
PO-63594,70,Incomplete
PO-16901,66,Damaged
PO-50907,72,Damaged
PO-61593,92,Incomplete
PO-58573,87,Incomplete
PO-20748,30,Damaged
PO-98371,34,Incomplete
PO-97545,10,Good
PO-89567,1,Incomplete
PO-61412,76,Damaged
PO-42927,65,Damaged
PO-11643,42,Damaged
PO-96267,93,Good
PO-42887,14,Good
PO-71570,84,Incomplete
PO-19906,57,Incomplete
PO-53920,26,Good
PO-32156,24,Incomplete
PO-97012,27,Incomplete
PO-21711,20,Good
PO-85403,96,Good
PO-41474,65,Incomplete
PO-47990,90,Good
PO-22543,37,Good
PO-87794,99,Good
PO-32459,80,Damaged
PO-45361,30,Good
PO-20456,48,Incomplete
PO-39603,47,Good
PO-82029,76,Damaged
PO-83517,76,Damaged
PO-12709,8,Good
PO-64286,53,Damaged
PO-85162,32,Good
PO-97480,33,Good
PO-33917,55,Incomplete
PO-72466,93,Incomplete
PO-10425,58,Damaged
PO-37794,71,Good
PO-92094,45,Damaged
PO-62474,1,Incomplete
PO-48441,48,Good
PO-94928,35,Good
PO-90960,49,Good
PO-30908,16,Good
PO-69774,52,Good
PO-12601,13,Incomplete
PO-89723,72,Damaged
PO-49905,6,Good
PO-65005,16,Good
PO-12593,9,Good
PO-46832,68,Incomplete
PO-53132,25,Incomplete
PO-37169,75,Damaged
PO-30169,53,Incomplete
PO-61252,2,Good
PO-11731,76,Good
PO-58708,57,Good
PO-85384,3,Incomplete
PO-28259,12,Damaged
PO-42934,25,Damaged
PO-20694,82,Good
PO-73948,87,Incomplete
PO-17606,37,Good
PO-79827,7,Incomplete
PO-64851,45,Damaged
PO-38662,39,Good
PO-53546,95,Incomplete
PO-85222,96,Incomplete
PO-37620,84,Good
PO-61442,15,Damaged
PO-86639,69,Damaged
PO-33377,48,Damaged
