Invoice Number,Vendor,PO Number,Invoice Date,Total Amount
INV-98892,Vendor_96213,PO-62688,"April 10, 2024",53794.64
INV-58085,Vendor_79439,PO-14256,"April 15, 2024",97442.14
INV-90580,Vendor_63217,PO-63033,"May 05, 2024",56330.92
INV-16464,Vendor_35267,PO-19702,"April 09, 2024",57643.14
INV-98621,Vendor_60267,PO-72445,"April 19, 2024",2309.31
INV-43559,Vendor_99287,PO-77102,"April 23, 2024",54606.94
INV-73417,Vendor_19348,PO-46273,"April 30, 2024",62674.48
INV-29529,Vendor_22425,PO-93580,"April 28, 2024",98062.34
INV-32249,Vendor_26698,PO-32139,"April 18, 2024",76931.09
INV-99480,Vendor_75088,PO-88259,"April 14, 2024",52015.12
INV-27382,Vendor_26016,PO-63242,"April 09, 2024",81535.64
INV-73183,Vendor_83079,PO-49605,"April 11, 2024",189.92
INV-44273,Vendor_66845,PO-22100,"April 12, 2024",8250.23
INV-79525,Vendor_62596,PO-82490,"April 21, 2024",85342.19
INV-36313,Vendor_43585,PO-40387,"April 22, 2024",92515.02
INV-15393,Vendor_18820,PO-33001,"May 03, 2024",90469.97
INV-89409,Vendor_39391,PO-26334,"April 27, 2024",16510.99
INV-64754,Vendor_41370,PO-23718,"April 25, 2024",72747.4
INV-76572,Vendor_59805,PO-94206,"April 23, 2024",42491.65
INV-77424,Vendor_91334,PO-88200,"April 30, 2024",24116.7
INV-75297,Vendor_35743,PO-17648,"May 06, 2024",42311.43
INV-25617,Vendor_58668,PO-53342,"May 02, 2024",8215.27
INV-98014,Vendor_20421,PO-11886,"May 03, 2024",11441.17
INV-47338,Vendor_20282,PO-37852,"April 14, 2024",21689.47
INV-11317,Vendor_80889,PO-87661,"April 18, 2024",11995.02
INV-89455,Vendor_91780,PO-47262,"April 10, 2024",20598.2
INV-82531,Vendor_86124,PO-57266,"May 04, 2024",49627.04
INV-59056,Vendor_66400,PO-63839,"April 12, 2024",437.15
INV-67671,Vendor_47978,PO-24564,"April 16, 2024",97271.18
INV-50900,Vendor_76978,PO-65115,"April 19, 2024",51637.42
INV-67350,Vendor_96233,PO-79891,"April 10, 2024",22043.06
INV-79064,Vendor_83339,PO-58405,"April 10, 2024",35931.58
INV-22316,Vendor_66419,PO-21484,"April 10, 2024",19597.07
INV-60551,Vendor_34085,PO-97543,"April 19, 2024",32067.68
INV-15953,Vendor_15751,PO-78462,"April 18, 2024",35664.51
INV-48494,Vendor_49848,PO-57211,"April 14, 2024",18076.79
INV-69379,Vendor_54555,PO-72571,"April 12, 2024",85687.49
INV-98026,Vendor_48793,PO-73575,"May 04, 2024",53523.37
INV-35938,Vendor_99496,PO-35154,"April 27, 2024",71355.65
INV-23628,Vendor_32605,PO-51970,"May 01, 2024",63989.83
INV-51189,Vendor_95554,PO-66892,"April 30, 2024",93855.13
INV-47898,Vendor_50117,PO-69113,"May 02, 2024",27148.5
INV-29493,Vendor_34783,PO-99431,"April 26, 2024",61217.45
INV-96112,Vendor_75140,PO-13239,"April 21, 2024",49711.09
INV-44865,Vendor_19592,PO-28936,"April 20, 2024",11763.43
INV-15602,Vendor_57295,PO-43350,"May 04, 2024",76750.76
INV-35003,Vendor_19443,PO-24842,"April 17, 2024",37506.46
INV-42952,Vendor_74933,PO-86140,"May 03, 2024",17908.03
INV-96170,Vendor_57853,PO-30121,"April 18, 2024",71629.99
INV-84139,Vendor_29703,PO-34128,"April 13, 2024",52765.45
INV-84778,Vendor_99550,PO-51993,"April 07, 2024",3980.75
INV-55077,Vendor_21147,PO-43696,"May 01, 2024",21868.82
INV-89691,Vendor_65526,PO-62361,"May 03, 2024",93560.89
INV-11332,Vendor_26157,PO-24714,"April 19, 2024",79617.95
INV-18058,Vendor_79999,PO-11956,"April 25, 2024",90391.98
INV-14483,Vendor_69766,PO-79206,"April 21, 2024",40138.54
INV-58561,Vendor_14528,PO-38602,"May 04, 2024",68222.41
INV-36561,Vendor_67854,PO-16243,"April 11, 2024",90362.51
INV-37477,Vendor_50244,PO-55979,"April 11, 2024",35369.21
INV-47583,Vendor_53391,PO-69252,"April 16, 2024",65054.95
INV-21451,Vendor_24275,PO-53384,"April 20, 2024",51461.8
INV-42429,Vendor_46882,PO-83127,"May 04, 2024",55242.79
INV-40733,Vendor_28257,PO-94575,"April 27, 2024",66341.69
INV-95023,Vendor_91264,PO-65644,"May 06, 2024",61438.7
INV-42553,Vendor_26371,PO-79069,"April 20, 2024",37750.85
INV-15811,Vendor_10718,PO-38767,"April 10, 2024",98615.55
INV-89249,Vendor_45598,PO-53911,"April 17, 2024",68549.39
INV-62918,Vendor_97172,PO-39932,"April 20, 2024",82829.54
INV-80813,Vendor_36818,PO-53927,"May 01, 2024",59114.13
INV-35998,Vendor_27078,PO-84991,"April 18, 2024",37398.43
INV-83644,Vendor_40410,PO-92084,"April 25, 2024",58106.57
INV-25353,Vendor_59590,PO-95313,"April 29, 2024",69353.07
INV-90106,Vendor_91079,PO-79695,"April 27, 2024",61724.25
INV-35051,Vendor_97091,PO-80987,"April 20, 2024",59372.54
INV-82708,Vendor_71803,PO-95654,"May 04, 2024",98384.5
INV-73046,Vendor_59381,PO-88598,"April 13, 2024",55046.34
INV-92545,Vendor_29084,PO-75101,"April 27, 2024",46125.1
INV-56358,Vendor_72803,PO-40150,"April 19, 2024",41993.93
INV-82358,Vendor_43208,PO-88653,"April 17, 2024",58657.26
INV-71449,Vendor_53922,PO-32328,"April 12, 2024",23726.76
INV-66136,Vendor_80556,PO-56288,"April 18, 2024",79451.31
INV-61236,Vendor_26250,PO-35219,"May 06, 2024",68079.8
INV-48114,Vendor_31830,PO-83835,"April 11, 2024",6427.05
INV-10479,Vendor_11519,PO-34735,"May 06, 2024",42487.33
INV-73099,Vendor_53674,PO-86172,"April 11, 2024",61492.17
INV-20850,Vendor_15796,PO-94495,"May 06, 2024",63126.09
INV-14729,Vendor_55932,PO-87766,"May 03, 2024",99440.43
INV-94057,Vendor_57777,PO-38677,"April 24, 2024",5222.69
INV-87562,Vendor_48254,PO-41374,"April 26, 2024",98422.17
INV-47847,Vendor_54520,PO-63496,"May 04, 2024",17682.73
INV-81368,Vendor_91341,PO-39822,"April 23, 2024",64949.65
INV-13818,Vendor_89299,PO-18375,"April 21, 2024",87831.37
INV-87579,Vendor_11409,PO-25502,"April 08, 2024",70924.99
INV-40219,Vendor_34258,PO-77650,"April 29, 2024",68543.92
INV-10432,Vendor_90565,PO-43126,"April 14, 2024",7257.26
INV-42336,Vendor_11556,PO-95354,"April 14, 2024",54055.98
INV-82155,Vendor_14848,PO-97129,"April 11, 2024",20623.15
INV-56567,Vendor_40735,PO-80147,"April 25, 2024",8331.01
INV-73149,Vendor_77623,PO-32093,"April 12, 2024",41640.52
INV-75155,Vendor_63570,PO-37706,"April 23, 2024",97143.42
INV-93955,Vendor_70777,PO-86202,"May 03, 2024",94575.95
INV-41188,Vendor_31768,PO-82374,"April 10, 2024",55097.19
INV-99910,Vendor_55747,PO-37185,"April 23, 2024",41389.18
INV-50634,Vendor_78286,PO-44863,"April 28, 2024",42149.12
INV-35779,Vendor_68018,PO-35093,"April 23, 2024",19784.14
INV-35359,Vendor_11429,PO-24773,"April 24, 2024",58407.91
INV-61394,Vendor_25043,PO-80789,"May 02, 2024",20988.01
INV-91043,Vendor_31614,PO-36638,"April 23, 2024",79568.91
INV-99248,Vendor_59793,PO-36036,"May 03, 2024",80484.3
INV-88231,Vendor_36376,PO-89644,"May 06, 2024",44486.24
INV-25534,Vendor_67047,PO-83486,"April 12, 2024",2012.63
INV-26883,Vendor_98956,PO-65942,"April 17, 2024",93646.58
INV-83770,Vendor_24994,PO-31711,"April 16, 2024",1025.75
INV-57543,Vendor_13897,PO-23755,"April 18, 2024",27019.25
INV-83354,Vendor_48384,PO-12064,"April 19, 2024",47236.24
INV-20411,Vendor_73552,PO-91190,"April 22, 2024",42071.52
INV-94151,Vendor_79234,PO-36317,"April 21, 2024",18942.76
INV-23918,Vendor_72753,PO-36944,"April 27, 2024",78176.18
INV-67608,Vendor_51692,PO-18491,"April 28, 2024",89029.77
INV-89738,Vendor_20789,PO-41218,"April 07, 2024",34535.17
INV-94147,Vendor_65987,PO-54531,"April 15, 2024",23901.14
INV-24202,Vendor_77814,PO-25990,"April 15, 2024",75200.98
INV-53792,Vendor_58828,PO-39690,"April 08, 2024",5273.52
INV-16892,Vendor_36341,PO-35247,"April 30, 2024",20933.22
INV-57770,Vendor_62566,PO-47542,"April 07, 2024",35903.03
INV-41367,Vendor_58001,PO-43079,"May 01, 2024",34042.08
INV-72871,Vendor_20549,PO-92974,"April 14, 2024",42360.32
INV-61203,Vendor_84021,PO-12345,"May 06, 2024",26387.99
INV-59860,Vendor_88081,PO-82726,"April 13, 2024",8605.5
INV-94515,Vendor_38135,PO-69479,"April 22, 2024",92515.86
INV-40312,Vendor_38414,PO-60291,"April 19, 2024",66127.92
INV-97876,Vendor_24161,PO-28416,"April 19, 2024",15830.96
INV-54030,Vendor_11684,PO-17856,"May 04, 2024",16421.76
INV-30361,Vendor_35631,PO-34411,"April 30, 2024",44094.78
INV-12102,Vendor_30451,PO-89063,"May 02, 2024",56249.02
INV-80125,Vendor_87986,PO-54811,"April 30, 2024",5300.88
INV-36628,Vendor_33008,PO-47134,"April 22, 2024",54387.65
INV-77317,Vendor_38053,PO-11558,"April 30, 2024",24066.03
INV-34075,Vendor_19631,PO-30294,"May 02, 2024",1208.53
INV-38965,Vendor_76304,PO-73190,"April 29, 2024",38371.92
INV-27452,Vendor_75197,PO-67370,"April 28, 2024",50933.53
INV-71929,Vendor_41158,PO-89349,"April 09, 2024",76775.95
INV-10135,Vendor_66572,PO-54318,"April 28, 2024",81434.34
INV-47280,Vendor_56031,PO-27121,"April 19, 2024",16164.75
INV-60402,Vendor_31952,PO-54123,"April 29, 2024",92149.4
INV-27232,Vendor_72039,PO-71706,"April 22, 2024",36313.31
INV-88116,Vendor_50391,PO-77632,"April 18, 2024",21416.36
INV-17984,Vendor_93613,PO-58103,"April 07, 2024",31800.35
INV-56873,Vendor_57374,PO-55093,"April 13, 2024",33107.86
INV-16909,Vendor_87896,PO-85718,"April 14, 2024",47339.92
INV-23945,Vendor_96932,PO-36484,"April 24, 2024",16172.73
INV-77324,Vendor_99443,PO-85251,"April 09, 2024",97698.02
INV-26398,Vendor_28017,PO-81506,"April 21, 2024",61526.92
INV-75474,Vendor_64018,PO-27468,"May 06, 2024",54526.09
INV-51096,Vendor_99141,PO-57830,"April 25, 2024",1401.63
INV-36942,Vendor_41615,PO-76714,"April 14, 2024",23185.39
INV-80132,Vendor_11524,PO-44398,"April 22, 2024",1875.12
INV-95170,Vendor_85052,PO-35688,"April 12, 2024",225.6
INV-96205,Vendor_99766,PO-55255,"May 06, 2024",48864.55
INV-89931,Vendor_41578,PO-50645,"April 28, 2024",77394.22
INV-33317,Vendor_36753,PO-86337,"April 17, 2024",20381.91
INV-28345,Vendor_70181,PO-50657,"April 09, 2024",26126.1
INV-65958,Vendor_17665,PO-84776,"April 26, 2024",24761.43
INV-21760,Vendor_58471,PO-72082,"May 01, 2024",32192.52
INV-87163,Vendor_73738,PO-12994,"April 11, 2024",95250.26
INV-99255,Vendor_13209,PO-66151,"April 26, 2024",32404.26
INV-92165,Vendor_48614,PO-21761,"April 29, 2024",42054.25
INV-11103,Vendor_47765,PO-38639,"April 28, 2024",84200.19
INV-17181,Vendor_35949,PO-24182,"April 23, 2024",97775.66
INV-13189,Vendor_17333,PO-18136,"April 12, 2024",14858.36
INV-52913,Vendor_67133,PO-37150,"April 16, 2024",84450.19
INV-15337,Vendor_79488,PO-41083,"May 03, 2024",86267.95
INV-62614,Vendor_37003,PO-19363,"April 16, 2024",19922.81
INV-35916,Vendor_96440,PO-21915,"April 30, 2024",16164.16
INV-12236,Vendor_48673,PO-50718,"April 30, 2024",44751.51
INV-10246,Vendor_43092,PO-54804,"April 22, 2024",97097.4
INV-42532,Vendor_93052,PO-62221,"April 27, 2024",38794.8
INV-93516,Vendor_53696,PO-80286,"April 19, 2024",69530.3
INV-97597,Vendor_21274,PO-99551,"April 13, 2024",75343.24
INV-89639,Vendor_15623,PO-61440,"April 10, 2024",67601.69
INV-27389,Vendor_42950,PO-85563,"May 01, 2024",78097.2
INV-94530,Vendor_92102,PO-22292,"May 04, 2024",67617.09
INV-33735,Vendor_47241,PO-80774,"April 15, 2024",32917.91
INV-31309,Vendor_17384,PO-78978,"April 14, 2024",74288.88
INV-91896,Vendor_24118,PO-26389,"April 29, 2024",25709.38
INV-10432,Vendor_25433,PO-68425,"April 23, 2024",43219.35
INV-52839,Vendor_44279,PO-32354,"April 18, 2024",81360.99
INV-28160,Vendor_12790,PO-98566,"April 10, 2024",74904.06
INV-22211,Vendor_62346,PO-96625,"April 22, 2024",35863.17
INV-50211,Vendor_92359,PO-73307,"April 18, 2024",22115.27
INV-77686,Vendor_12311,PO-99766,"May 03, 2024",595.43
INV-83360,Vendor_57469,PO-18661,"April 15, 2024",24548.12
INV-42145,Vendor_81863,PO-31821,"April 10, 2024",2136.34
INV-23785,Vendor_74377,PO-93311,"April 30, 2024",47491.9
INV-52683,Vendor_35561,PO-75196,"April 22, 2024",59386.89
INV-74766,Vendor_90691,PO-10512,"May 01, 2024",50997.01
INV-18316,Vendor_45624,PO-77909,"April 25, 2024",67020.67
INV-33729,Vendor_44328,PO-73693,"May 06, 2024",1737.26
INV-72972,Vendor_54372,PO-24942,"April 13, 2024",15932.97
INV-61813,Vendor_71898,PO-35627,"April 26, 2024",80091.79
INV-79728,Vendor_98569,PO-82912,"April 24, 2024",19658.17
INV-65828,Vendor_50248,PO-88664,"April 17, 2024",996.25
INV-50838,Vendor_99831,PO-84190,"April 12, 2024",7784.63
INV-81949,Vendor_52939,PO-93831,"May 03, 2024",28728.54
INV-36617,Vendor_21723,PO-34130,"April 29, 2024",48923.73
INV-51656,Vendor_76681,PO-32731,"April 12, 2024",21800.27
INV-39034,Vendor_46286,PO-41871,"April 24, 2024",80530.83
INV-70892,Vendor_35688,PO-97039,"April 15, 2024",2317.97
INV-13821,Vendor_24492,PO-90687,"April 10, 2024",84905.31
INV-27025,Vendor_87463,PO-64231,"April 12, 2024",14920.71
INV-60834,Vendor_11062,PO-92765,"May 02, 2024",11369.69
INV-96088,Vendor_29353,PO-30472,"April 17, 2024",97613.48
INV-42042,Vendor_87483,PO-40221,"April 17, 2024",62934.08
INV-45213,Vendor_53622,PO-52840,"April 13, 2024",72740.98
INV-36176,Vendor_61114,PO-27895,"April 09, 2024",87568.84
INV-97347,Vendor_90439,PO-43839,"April 29, 2024",39607.29
INV-91454,Vendor_34737,PO-99030,"May 06, 2024",38195.82
INV-89831,Vendor_36833,PO-74605,"April 12, 2024",36867.79
INV-12807,Vendor_55101,PO-90812,"April 30, 2024",25430.91
INV-31302,Vendor_51418,PO-24310,"April 28, 2024",94848.79
INV-20720,Vendor_43891,PO-59859,"April 07, 2024",59401.07
INV-29148,Vendor_71347,PO-91083,"April 13, 2024",90213.1
INV-54636,Vendor_29360,PO-66304,"April 18, 2024",48850.19
INV-51146,Vendor_45343,PO-22022,"April 25, 2024",11396.91
INV-44941,Vendor_61099,PO-13857,"April 15, 2024",27707.95
INV-32724,Vendor_92474,PO-21162,"May 03, 2024",10321.6
INV-69187,Vendor_48175,PO-48105,"April 30, 2024",35793.9
INV-64578,Vendor_58448,PO-51103,"April 19, 2024",5851.72
INV-19292,Vendor_56647,PO-75551,"April 23, 2024",37351.74
INV-57585,Vendor_81852,PO-98387,"April 18, 2024",22946.31
INV-53990,Vendor_83379,PO-71747,"April 30, 2024",9502.61
INV-16787,Vendor_25152,PO-18543,"April 23, 2024",94834.65
INV-40091,Vendor_42071,PO-42918,"April 14, 2024",28993.63
INV-28544,Vendor_91867,PO-14999,"May 05, 2024",94002.42
INV-65081,Vendor_96449,PO-28093,"April 20, 2024",23878.5
INV-18583,Vendor_98652,PO-59391,"April 16, 2024",33665.75
INV-10358,Vendor_89878,PO-77768,"April 12, 2024",65079.68
INV-56051,Vendor_85686,PO-80632,"May 04, 2024",1851.35
INV-37800,Vendor_23726,PO-53127,"April 28, 2024",29307.21
INV-75614,Vendor_18680,PO-68134,"April 10, 2024",4883.71
INV-55666,Vendor_89890,PO-77789,"April 21, 2024",59500.94
INV-88959,Vendor_52350,PO-92075,"April 08, 2024",69219.89
INV-80566,Vendor_42107,PO-29736,"April 14, 2024",20809.28
INV-71457,Vendor_77570,PO-44070,"April 07, 2024",33652.5
INV-20898,Vendor_33292,PO-88489,"April 26, 2024",20806.87
INV-69749,Vendor_95265,PO-76040,"April 18, 2024",69970.01
INV-25482,Vendor_23659,PO-75695,"April 15, 2024",85712.6
INV-30687,Vendor_73152,PO-62070,"May 05, 2024",27046.11
INV-77472,Vendor_81979,PO-24288,"April 20, 2024",87518.07
INV-79332,Vendor_35991,PO-17462,"April 24, 2024",46026.69
INV-97705,Vendor_48363,PO-14102,"April 30, 2024",37591.54
INV-83484,Vendor_84715,PO-19598,"May 03, 2024",89875.89
INV-18537,Vendor_87234,PO-11480,"April 08, 2024",54443.9
INV-85199,Vendor_78351,PO-62681,"April 20, 2024",17483.5
INV-13001,Vendor_86799,PO-99003,"April 12, 2024",99227.17
INV-56439,Vendor_69702,PO-51321,"April 16, 2024",49191.31
INV-31358,Vendor_18845,PO-92035,"May 02, 2024",44933.59
INV-97128,Vendor_66449,PO-70032,"April 21, 2024",61883.35
INV-51640,Vendor_95147,PO-92096,"April 28, 2024",53297.03
INV-13010,Vendor_56695,PO-94988,"April 11, 2024",5734.32
INV-15975,Vendor_75495,PO-62226,"April 09, 2024",31339.06
INV-71005,Vendor_68251,PO-72213,"April 27, 2024",3775.89
INV-33732,Vendor_36747,PO-36872,"April 19, 2024",83282.76
INV-48990,Vendor_71375,PO-88151,"April 23, 2024",14051.3
INV-93057,Vendor_73051,PO-63448,"May 06, 2024",82150.02
INV-88514,Vendor_61160,PO-68450,"May 04, 2024",87499.73
INV-53368,Vendor_45129,PO-22406,"May 04, 2024",77791.32
INV-81400,Vendor_13283,PO-40522,"April 16, 2024",53393.18
INV-67653,Vendor_13105,PO-24807,"April 26, 2024",19584.09
INV-81433,Vendor_31067,PO-96678,"April 29, 2024",62504.94
INV-52972,Vendor_91963,PO-46996,"May 05, 2024",52092.55
INV-97003,Vendor_72408,PO-88782,"April 28, 2024",55100.11
INV-41609,Vendor_69096,PO-80085,"April 26, 2024",39283.18
INV-44785,Vendor_35369,PO-40516,"April 25, 2024",17077.18
INV-64289,Vendor_50988,PO-10524,"May 02, 2024",606.64
INV-24795,Vendor_34674,PO-45371,"April 10, 2024",23919.02
INV-64568,Vendor_86669,PO-96943,"April 24, 2024",97077.93
INV-74731,Vendor_77582,PO-97617,"April 14, 2024",33445.27
INV-50811,Vendor_82327,PO-51378,"April 27, 2024",44876.71
INV-97745,Vendor_60701,PO-79124,"April 09, 2024",24792.51
INV-26166,Vendor_94567,PO-78751,"April 07, 2024",77867.07
INV-50759,Vendor_52733,PO-59767,"April 22, 2024",37038.67
INV-83711,Vendor_16714,PO-21739,"April 08, 2024",71835.16
INV-41103,Vendor_23323,PO-96330,"April 08, 2024",59975.19
INV-51767,Vendor_34312,PO-45625,"April 26, 2024",8042.77
INV-13638,Vendor_90078,PO-63077,"April 18, 2024",95333.97
INV-87891,Vendor_36201,PO-83126,"April 24, 2024",46735.61
INV-90122,Vendor_73748,PO-22174,"April 27, 2024",59257.0
INV-67114,Vendor_86412,PO-16409,"April 17, 2024",84408.25
INV-97375,Vendor_63888,PO-62902,"May 02, 2024",62986.55
INV-72484,Vendor_69437,PO-95216,"April 25, 2024",80385.92
INV-64708,Vendor_77008,PO-20219,"April 14, 2024",928.24
INV-97798,Vendor_11034,PO-62623,"April 12, 2024",14950.99
INV-13186,Vendor_51637,PO-33645,"April 30, 2024",8352.21
INV-94113,Vendor_99276,PO-73214,"April 21, 2024",71433.41
INV-96624,Vendor_76869,PO-41188,"April 16, 2024",353.21
INV-42085,Vendor_64058,PO-52323,"April 18, 2024",67907.82
INV-65542,Vendor_81323,PO-34625,"April 11, 2024",63681.36
INV-80108,Vendor_58238,PO-84655,"April 11, 2024",92152.83
INV-68320,Vendor_46895,PO-13343,"April 23, 2024",24095.78
INV-77129,Vendor_66109,PO-43195,"April 12, 2024",37601.87
INV-31456,Vendor_15483,PO-78746,"April 12, 2024",98214.7
INV-59522,Vendor_43625,PO-47773,"April 24, 2024",89563.84
INV-43892,Vendor_82017,PO-43900,"April 23, 2024",82999.57
INV-50219,Vendor_22740,PO-14146,"April 27, 2024",86358.9
INV-47159,Vendor_78313,PO-32647,"April 20, 2024",27415.77
INV-86133,Vendor_58287,PO-47222,"May 03, 2024",1083.0
INV-97724,Vendor_25869,PO-96515,"May 01, 2024",46890.52
INV-79180,Vendor_92820,PO-36661,"April 11, 2024",94529.8
INV-75346,Vendor_61026,PO-54074,"April 07, 2024",71998.54
INV-63335,Vendor_43900,PO-74933,"April 22, 2024",65462.03
INV-18261,Vendor_96674,PO-15615,"May 02, 2024",19176.43
INV-52842,Vendor_89807,PO-17845,"May 04, 2024",82884.71
INV-30210,Vendor_54408,PO-53708,"May 04, 2024",15782.16
INV-92151,Vendor_62302,PO-62412,"May 04, 2024",39663.1
INV-34802,Vendor_38695,PO-29071,"April 21, 2024",33809.2
INV-60882,Vendor_13733,PO-50414,"April 16, 2024",89239.82
INV-93030,Vendor_94978,PO-97786,"April 19, 2024",89748.87
INV-24537,Vendor_10798,PO-89606,"April 29, 2024",52957.91
INV-92066,Vendor_13199,PO-75327,"April 13, 2024",90154.54
INV-94587,Vendor_36990,PO-32254,"April 30, 2024",83482.93
INV-42755,Vendor_53357,PO-35775,"April 22, 2024",31987.82
INV-99473,Vendor_51050,PO-26480,"May 04, 2024",37991.74
INV-84828,Vendor_88347,PO-88916,"April 29, 2024",67607.27
INV-96082,Vendor_54221,PO-37066,"April 09, 2024",9607.61
INV-64086,Vendor_11220,PO-17578,"April 18, 2024",82301.72
INV-27616,Vendor_35219,PO-95175,"May 05, 2024",16944.62
INV-23229,Vendor_72935,PO-64094,"May 01, 2024",98422.17
INV-66836,Vendor_57127,PO-40140,"April 24, 2024",61132.82
INV-61246,Vendor_72089,PO-65765,"April 07, 2024",11640.94
INV-52442,Vendor_22783,PO-68298,"May 01, 2024",26884.79
INV-44071,Vendor_68720,PO-88887,"April 23, 2024",61810.79
INV-53561,Vendor_66974,PO-79235,"May 04, 2024",35352.61
INV-25933,Vendor_85921,PO-40217,"April 25, 2024",20373.73
INV-82395,Vendor_52201,PO-93502,"April 08, 2024",19806.98
INV-98761,Vendor_41697,PO-52906,"April 23, 2024",96341.17
INV-14523,Vendor_21821,PO-12232,"April 28, 2024",55346.53
INV-86959,Vendor_63708,PO-63990,"April 30, 2024",73626.48
INV-92995,Vendor_55416,PO-70543,"May 04, 2024",93791.2
INV-41767,Vendor_72009,PO-66346,"April 14, 2024",43854.6
INV-86027,Vendor_39994,PO-63768,"April 10, 2024",67276.81
INV-62834,Vendor_28427,PO-31159,"April 22, 2024",77807.28
INV-79075,Vendor_86220,PO-21902,"April 20, 2024",1173.9
INV-80635,Vendor_89826,PO-42965,"April 22, 2024",76830.75
INV-61421,Vendor_25039,PO-91079,"April 26, 2024",67434.26
INV-32890,Vendor_54213,PO-67576,"April 07, 2024",86798.83
INV-83433,Vendor_89414,PO-80735,"April 21, 2024",41050.1
INV-71399,Vendor_14829,PO-30573,"April 11, 2024",1405.55
INV-89406,Vendor_16055,PO-46051,"May 01, 2024",2291.07
INV-54069,Vendor_46169,PO-10315,"April 24, 2024",43727.85
INV-37697,Vendor_40358,PO-22099,"April 23, 2024",92848.98
INV-35375,Vendor_13499,PO-46870,"April 16, 2024",75938.7
INV-20350,Vendor_49239,PO-79929,"April 17, 2024",49020.66
INV-26694,Vendor_85056,PO-73423,"May 05, 2024",6259.56
INV-65411,Vendor_67106,PO-60004,"April 30, 2024",72599.11
INV-93928,Vendor_49620,PO-39712,"April 07, 2024",67788.74
INV-90877,Vendor_81155,PO-47510,"April 09, 2024",9686.81
INV-39734,Vendor_27528,PO-90493,"April 29, 2024",9338.37
INV-33895,Vendor_73880,PO-87776,"April 13, 2024",76001.0
INV-89727,Vendor_22520,PO-16032,"May 06, 2024",96597.4
INV-92250,Vendor_20975,PO-41081,"April 22, 2024",91555.25
INV-12107,Vendor_36474,PO-31032,"April 23, 2024",20583.16
INV-84790,Vendor_46710,PO-92815,"April 23, 2024",25337.81
INV-21509,Vendor_43631,PO-82348,"April 15, 2024",20115.39
INV-98747,Vendor_57145,PO-67129,"May 06, 2024",49549.29
INV-92255,Vendor_12949,PO-99744,"April 22, 2024",62048.18
INV-44948,Vendor_64871,PO-14034,"May 01, 2024",23096.38
INV-99198,Vendor_93579,PO-49061,"May 04, 2024",17103.91
INV-21759,Vendor_91643,PO-88406,"April 19, 2024",45254.11
INV-50523,Vendor_78873,PO-27919,"April 25, 2024",45694.52
INV-61562,Vendor_20803,PO-83104,"April 11, 2024",61156.41
INV-12487,Vendor_92154,PO-94740,"April 22, 2024",55676.2
INV-63217,Vendor_25892,PO-66678,"May 04, 2024",50438.92
INV-32295,Vendor_13358,PO-10518,"April 16, 2024",84876.63
INV-26765,Vendor_43094,PO-73573,"May 03, 2024",30578.03
